DayOfWeek,Origin_Airport,Scheduled_Departure,Departure_Time,Dep_Delay,Scheduled_Arrival,Arrival_Time,Arrival_Delay,Arr_Del_morethan15,Cancelled,Diverted,Distance,Carrier_Delay,WeatherDelay,NAS_Delay,Security_Delay,Late_Aircraft_Delay,Top_Carriers
7,JFK,2125,2143,18.0,11,8,-3.0,0,0,0,2248.0,4.0,21.0,40.0,0,0,1
1,JFK,2125,2136,11.0,11,15,4.0,0,0,0,2248.0,0.0,20.0,18.0,0,0,1
6,LAS,2200,2317,23.0,606,710,64.0,1,0,0,2248.0,10.0,10.0,26.0,0,0,1
7,LAS,2200,2155,-5.0,606,537,-29.0,0,0,0,2248.0,0.0,20.0,49.0,0,0,1
1,LAS,2200,2201,1.0,606,556,-10.0,0,1,0,2248.0,0.0,13.0,25.0,0,0,1
5,,1420,1615,125.0,1707,1909,122.0,1,0,0,2486.0,44.0,33.0,7.0,0,115,1
6,LAX,1420,1418,20.0,1707,1704,-3.0,0,0,0,2486.0,12.0,8.0,,0,0,1
7,LAX,1420,1418,-2.0,1707,1655,-12.0,0,0,0,2486.0,0.0,30.0,0.0,0,0,1
1,LAX,1420,1415,-5.0,1707,1704,-3.0,0,0,0,,1.0,0.0,,0,0,1
2,LAX,1420,1436,16.0,1707,1714,7.0,0,0,0,2486.0,9.0,30.0,0.0,0,0,1
3,LAX,1420,1445,25.0,1707,1718,11.0,0,0,0,2486.0,13.0,18.0,0.0,0,0,1
4,LAX,1420,1413,-7.0,1707,1658,,0,0,0,,0.0,0.0,0.0,0,0,1
5,LAX,1420,1732,207.0,1707,2013,186.0,1,0,0,2486.0,67.0,39.0,0.0,0,186,1
6,LAX,1420,1409,4.0,1707,1649,-18.0,0,0,0,2486.0,0.0,28.0,0.0,0,0,1
7,LAX,1420,1418,-2.0,1707,1701,-6.0,0,0,0,2486.0,3.0,12.0,0.0,0,0,1
1,LAX,1420,1414,-6.0,1707,1716,,0,0,0,2486.0,1.0,29.0,0.0,0,0,1
2,LAX,1420,1417,-3.0,1707,1709,2.0,0,0,0,2486.0,0.0,8.0,,0,0,1
3,LAX,1420,1437,17.0,1707,1722,15.0,1,0,0,2486.0,17.0,19.0,0.0,0,0,1
4,LAX,1420,1417,-3.0,1707,1658,-9.0,0,0,0,2486.0,0.0,20.0,0.0,0,0,1
5,LAX,1420,1439,33.0,1707,1713,6.0,0,0,0,2486.0,17.0,15.0,0.0,0,0,1
6,LAX,1420,1418,10.0,1707,1659,-8.0,0,0,0,2486.0,11.0,32.0,0.0,0,0,1
7,LAX,1420,1413,-7.0,1707,1651,-16.0,0,0,0,2486.0,0.0,11.0,0.0,0,0,1
1,LAX,1420,1417,-3.0,1707,1702,-5.0,0,0,0,2486.0,0.0,28.0,0.0,0,0,1
2,LAX,1420,1420,0.0,1707,1654,,0,0,0,,0.0,0.0,0.0,0,0,1
3,LAX,1420,1413,-7.0,1707,1708,1.0,0,0,0,,0.0,0.0,,0,0,1
4,LAX,1420,1417,-3.0,1707,1646,,0,0,0,,4.0,0.0,0.0,0,0,1
5,LAX,1420,1416,17.0,1707,1653,-14.0,0,0,0,,0.0,0.0,0.0,0,0,1
6,LAX,1420,1417,21.0,1707,1707,,0,0,0,2486.0,0.0,35.0,0.0,0,0,1
7,LAX,1420,1421,1.0,1707,1701,,0,0,0,2486.0,2.0,8.0,0.0,0,0,1
1,LAX,1420,1633,133.0,1707,1856,109.0,1,0,0,2486.0,49.0,39.0,0.0,0,98,1
2,LAX,1420,1442,22.0,1707,1714,,0,0,0,2486.0,18.0,10.0,0.0,0,0,1
3,LAX,1420,1549,89.0,1707,1807,60.0,1,0,0,2486.0,24.0,37.0,0.0,0,60,1
4,LAX,1420,1442,22.0,1707,1704,-3.0,0,0,0,2486.0,7.0,36.0,0.0,0,0,1
5,LAX,1420,1456,48.0,1707,1728,21.0,1,0,0,,23.0,0.0,0.0,0,21,1
6,LAX,1420,1423,28.0,1707,1657,-10.0,0,0,0,2486.0,10.0,39.0,0.0,0,0,1
7,LAX,1420,1419,-1.0,1707,1703,-4.0,0,0,0,2486.0,0.0,21.0,0.0,0,0,1
5,DFW,1220,1219,26.0,1617,1612,-5.0,0,0,0,1121.0,13.0,0.0,0.0,0,0,1
6,DFW,1220,1233,31.0,1617,1617,0.0,0,0,0,1121.0,8.0,0.0,0.0,0,0,1
7,DFW,1220,1217,-3.0,1617,1601,-16.0,0,0,0,,3.0,,0.0,0,0,1
1,DFW,1220,1226,6.0,1617,1637,20.0,1,0,0,1121.0,0.0,0.0,14.0,0,6,1
2,DFW,1220,1255,35.0,1617,1648,31.0,1,0,0,1121.0,5.0,0.0,0.0,0,0,1
3,DFW,1220,1226,6.0,1617,1607,,0,0,0,1121.0,1.0,0.0,0.0,0,0,1
4,DFW,1220,1219,-1.0,1617,1555,-22.0,0,0,0,1121.0,0.0,0.0,,0,0,1
5,DFW,1220,1310,17.0,1617,1719,,1,0,0,1121.0,6.0,0.0,,0,45,1
6,DFW,1220,1229,29.0,1617,1620,3.0,0,0,0,1121.0,1.0,0.0,0.0,0,0,1
7,DFW,1220,1217,-3.0,1617,1558,-19.0,0,0,0,1121.0,0.0,0.0,0.0,0,0,1
1,DFW,1220,1218,-2.0,1617,1605,-12.0,0,0,0,,0.0,,0.0,0,0,1
2,DFW,1220,1222,2.0,1617,1623,6.0,0,0,0,1121.0,0.0,0.0,0.0,0,0,1
3,DFW,1220,1219,-1.0,1617,1616,-1.0,0,0,0,1121.0,2.0,0.0,0.0,0,0,1
4,DFW,1220,1224,4.0,1617,1623,6.0,0,0,0,1121.0,2.0,0.0,0.0,0,0,1
5,DFW,1220,1232,24.0,1617,1625,8.0,0,0,0,1121.0,7.0,0.0,0.0,0,0,1
6,DFW,1220,1229,23.0,1617,1616,-1.0,0,0,0,1121.0,17.0,0.0,0.0,0,0,1
7,DFW,1220,1218,-2.0,1617,1558,-19.0,0,0,0,1121.0,1.0,0.0,0.0,0,0,1
1,,1220,1216,-4.0,1617,1559,-18.0,0,0,0,1121.0,2.0,0.0,0.0,0,0,1
2,DFW,1220,1220,0.0,1617,1612,-5.0,0,0,0,1121.0,5.0,0.0,0.0,0,0,1
3,DFW,1220,1221,1.0,1617,1611,-6.0,0,0,0,1121.0,4.0,0.0,0.0,0,0,1
4,DFW,1220,1223,3.0,1617,1626,9.0,0,0,0,1121.0,11.0,0.0,0.0,0,0,1
5,DFW,1220,1805,364.0,1617,2144,,1,0,0,1121.0,128.0,0.0,0.0,0,139,1
6,DFW,1220,1219,13.0,1617,1558,-19.0,0,0,0,1121.0,5.0,,,0,0,1
7,DFW,1220,1432,132.0,1617,1821,124.0,1,0,0,1121.0,43.0,0.0,0.0,0,111,1
1,DFW,1220,1239,19.0,1617,1636,19.0,1,0,0,1121.0,5.0,0.0,0.0,0,3,1
2,DFW,1220,1220,0.0,1617,1630,13.0,0,0,0,1121.0,0.0,0.0,0.0,0,0,1
3,DFW,1220,1217,-3.0,1617,1619,2.0,0,0,0,1121.0,2.0,0.0,0.0,0,0,1
4,DFW,1220,1232,12.0,1617,1642,,1,0,0,1121.0,0.0,0.0,13.0,0,0,1
5,,1220,1223,20.0,1617,1609,-8.0,0,0,0,1121.0,7.0,0.0,0.0,0,0,1
6,,1220,1228,23.0,1617,1609,-8.0,0,0,0,1121.0,11.0,0.0,0.0,0,0,1
7,,1220,1221,1.0,1617,1616,-1.0,0,0,0,1121.0,1.0,0.0,0.0,0,0,1
5,,815,810,20.0,1654,1805,71.0,1,0,0,2585.0,3.0,36.0,71.0,0,0,1
6,SFO,815,811,17.0,1654,1717,23.0,1,0,0,2585.0,9.0,18.0,23.0,0,0,1
7,SFO,815,814,-1.0,1654,1645,-9.0,0,0,0,2585.0,0.0,23.0,0.0,0,0,1
1,SFO,815,909,54.0,1654,1733,39.0,1,0,0,2585.0,5.0,28.0,0.0,0,0,1
2,SFO,815,821,6.0,1654,1702,8.0,0,0,0,2585.0,0.0,15.0,0.0,0,0,1
3,SFO,815,810,-5.0,1654,1643,-11.0,0,0,0,2585.0,5.0,11.0,0.0,0,0,1
4,SFO,815,813,-2.0,1654,1646,-8.0,0,0,0,2585.0,7.0,28.0,0.0,0,0,1
5,SFO,815,936,107.0,1654,1806,72.0,1,0,0,2585.0,40.0,28.0,0.0,0,0,1
6,SFO,815,808,17.0,1654,1659,5.0,0,0,0,2585.0,10.0,18.0,0.0,0,0,1
7,SFO,815,807,-8.0,1654,1639,-15.0,0,0,0,2585.0,0.0,28.0,0.0,0,0,1
1,SFO,815,819,4.0,1654,1705,11.0,0,0,0,2585.0,0.0,15.0,0.0,0,0,1
2,SFO,815,829,,1654,1657,3.0,0,0,0,2585.0,0.0,12.0,0.0,0,0,1
3,SFO,815,815,0.0,1654,1649,-5.0,0,0,0,2585.0,6.0,19.0,0.0,0,0,1
4,SFO,815,815,0.0,1654,1700,6.0,0,0,0,2585.0,2.0,6.0,0.0,0,0,1
5,SFO,815,820,18.0,1654,1700,6.0,0,0,0,2585.0,7.0,28.0,,0,0,1
6,SFO,815,809,20.0,1654,1713,19.0,1,0,0,2585.0,6.0,14.0,19.0,0,0,1
7,SFO,815,815,,1654,1705,11.0,0,0,0,2585.0,0.0,36.0,0.0,0,0,1
1,SFO,815,813,-2.0,1654,1714,20.0,1,0,0,2585.0,5.0,21.0,20.0,0,0,1
2,SFO,815,812,-3.0,1654,1703,,0,0,0,2585.0,5.0,14.0,0.0,0,0,1
3,SFO,815,819,4.0,1654,1658,4.0,0,0,0,,5.0,0.0,0.0,0,0,1
4,SFO,815,814,-1.0,1654,1648,-6.0,0,0,0,2585.0,0.0,26.0,,0,0,1
5,SFO,815,833,12.0,1654,1730,36.0,1,0,0,2585.0,2.0,10.0,18.0,0,0,1
6,SFO,815,822,34.0,1654,1648,-6.0,0,0,0,2585.0,15.0,31.0,0.0,0,0,1
7,SFO,815,812,-3.0,1654,1707,13.0,0,0,0,2585.0,0.0,24.0,0.0,0,0,1
1,SFO,815,816,1.0,1654,1653,-1.0,0,0,0,2585.0,0.0,5.0,0.0,0,0,1
2,SFO,815,815,0.0,1654,1735,41.0,1,0,0,2585.0,0.0,21.0,41.0,0,0,1
3,SFO,815,810,-5.0,1654,1651,-3.0,0,0,0,2585.0,4.0,5.0,0.0,0,0,1
4,SFO,815,814,,1654,1638,-16.0,0,0,0,2585.0,0.0,19.0,0.0,0,0,1
5,SFO,815,814,25.0,1654,1659,5.0,0,0,0,2585.0,5.0,5.0,0.0,0,0,1
6,SFO,815,813,9.0,1654,1636,-18.0,0,0,0,2585.0,5.0,21.0,,0,0,1
7,SFO,815,839,24.0,1654,1734,40.0,1,0,0,2585.0,8.0,6.0,16.0,0,0,1
5,LAX,1715,1939,166.0,1836,2112,156.0,1,0,0,337.0,73.0,0.0,24.0,0,132,1
6,LAX,1715,1746,41.0,1836,1903,27.0,1,0,0,337.0,17.0,0.0,0.0,0,27,1
7,LAX,1715,1732,17.0,1836,1852,16.0,1,0,0,337.0,0.0,0.0,,0,4,1
1,LAX,1715,1831,76.0,1836,2002,86.0,1,0,0,337.0,32.0,0.0,10.0,17,59,1
2,LAX,1715,1731,16.0,1836,1855,19.0,1,0,0,,4.0,0.0,,0,0,1
3,LAX,1715,1723,8.0,1836,1847,11.0,0,0,0,337.0,2.0,0.0,0.0,0,0,1
4,LAX,1715,1710,-5.0,1836,1829,-7.0,0,0,0,337.0,0.0,0.0,,0,0,1
5,LAX,1715,1737,34.0,1836,1858,22.0,1,0,0,337.0,13.0,0.0,0.0,0,22,1
6,LAX,1715,1709,4.0,1836,1842,6.0,0,0,0,337.0,2.0,0.0,0.0,0,0,1
7,LAX,1715,1724,,1836,1843,7.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
1,LAX,1715,1707,-8.0,1836,1841,5.0,0,1,0,337.0,0.0,0.0,0.0,0,0,1
2,LAX,1715,1710,-5.0,1836,1830,-6.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
3,LAX,1715,1917,122.0,1836,2027,111.0,1,0,0,337.0,43.0,0.0,0.0,0,111,1
4,LAX,1715,1719,4.0,1836,1839,3.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
5,LAX,1715,1932,148.0,1836,2105,149.0,1,0,0,337.0,45.0,0.0,12.0,0,137,1
6,,1715,1720,33.0,1836,1832,-4.0,0,0,0,337.0,20.0,0.0,0.0,0,0,1
7,LAX,1715,1815,60.0,1836,1927,51.0,1,0,0,337.0,23.0,0.0,0.0,0,51,1
1,LAX,1715,1714,-1.0,1836,1833,-3.0,0,1,0,337.0,0.0,0.0,0.0,0,0,1
2,LAX,1715,2009,174.0,1836,2143,187.0,1,0,0,337.0,52.0,0.0,13.0,0,68,1
3,LAX,1715,1711,-4.0,1836,1827,-9.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
4,LAX,1715,1710,-5.0,1836,1846,10.0,0,0,0,,3.0,0.0,0.0,0,0,1
5,,1715,1735,32.0,1836,1913,37.0,1,0,0,337.0,24.0,0.0,17.0,0,20,1
6,LAX,1715,1739,34.0,1836,1904,28.0,1,0,0,337.0,21.0,0.0,,0,0,1
7,LAX,1715,1755,40.0,1836,1915,39.0,1,0,0,337.0,10.0,0.0,0.0,0,30,1
1,LAX,1715,1715,,1836,1844,8.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
2,LAX,1715,1727,12.0,1836,1832,-4.0,0,0,0,337.0,2.0,0.0,0.0,0,0,1
3,LAX,1715,1715,0.0,1836,1841,5.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
4,LAX,1715,1717,2.0,1836,1844,8.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
5,LAX,1715,1710,13.0,1836,1835,-1.0,0,0,0,337.0,3.0,0.0,0.0,0,0,1
6,LAX,1715,1719,17.0,1836,1840,4.0,0,0,0,337.0,4.0,0.0,0.0,0,0,1
7,LAX,1715,1832,77.0,1836,1955,79.0,1,0,0,337.0,37.0,0.0,2.0,0,10,1
5,LAS,800,800,14.0,1605,1600,-5.0,0,0,0,2248.0,0.0,22.0,,0,0,1
7,LAS,800,1252,292.0,1605,2118,313.0,1,0,0,2248.0,102.0,16.0,,0,0,1
1,LAS,800,752,-8.0,1605,1537,-28.0,0,0,0,2248.0,0.0,33.0,,0,0,1
2,LAS,800,757,-3.0,1605,1535,-30.0,0,0,0,2248.0,1.0,27.0,0.0,0,0,1
3,LAS,800,757,-3.0,1605,1606,1.0,0,0,0,2248.0,0.0,13.0,0.0,0,0,1
4,LAS,800,755,-5.0,1605,1552,-13.0,0,0,0,2248.0,4.0,12.0,0.0,0,0,1
5,LAS,800,754,4.0,1605,1706,61.0,1,0,0,2248.0,0.0,20.0,61.0,0,0,1
6,LAS,754,758,28.0,1600,1541,,0,0,0,2248.0,3.0,27.0,0.0,0,0,1
7,LAS,800,757,-3.0,1605,1548,-17.0,0,0,0,2248.0,0.0,33.0,0.0,0,0,1
1,LAS,800,828,28.0,1605,1621,16.0,1,0,0,2248.0,5.0,14.0,0.0,0,0,1
2,LAS,800,757,-3.0,1605,1542,-23.0,0,0,0,,0.0,0.0,0.0,0,0,1
3,LAS,800,917,77.0,1605,1715,70.0,1,0,0,2248.0,29.0,16.0,0.0,0,0,1
4,LAS,800,757,-3.0,1605,1613,8.0,0,0,0,2248.0,0.0,16.0,0.0,0,0,1
5,LAS,800,757,23.0,1605,1547,,0,0,0,,13.0,0.0,0.0,0,0,1
6,LAS,754,747,17.0,1600,1530,-30.0,0,0,0,2248.0,0.0,34.0,0.0,0,0,1
7,LAS,800,756,-4.0,1605,1600,-5.0,0,0,0,2248.0,0.0,14.0,0.0,0,0,1
2,LAS,800,756,-4.0,1605,1620,15.0,1,0,0,2248.0,0.0,18.0,15.0,0,0,1
3,LAS,800,758,-2.0,1605,1635,30.0,1,0,0,,6.0,0.0,30.0,0,0,1
4,LAS,800,803,3.0,1605,1624,19.0,1,0,0,2248.0,8.0,8.0,16.0,0,0,1
5,,800,759,16.0,1605,1551,-14.0,0,0,0,2248.0,0.0,24.0,,0,0,1
6,LAS,754,749,7.0,1600,1558,-2.0,0,0,0,2248.0,0.0,11.0,0.0,0,0,1
7,LAS,800,759,-1.0,1605,1617,12.0,0,0,0,2248.0,3.0,34.0,0.0,0,0,1
1,LAS,800,805,5.0,1605,1616,11.0,0,0,0,2248.0,0.0,28.0,0.0,0,0,1
2,LAS,800,850,50.0,1605,1630,25.0,1,0,0,,18.0,0.0,,0,0,1
3,LAS,800,802,2.0,1605,1604,-1.0,0,0,0,2248.0,0.0,14.0,0.0,0,0,1
4,LAS,800,758,-2.0,1605,1607,2.0,0,0,0,2248.0,0.0,21.0,0.0,0,0,1
5,LAS,800,811,29.0,1605,1616,11.0,0,0,0,2248.0,6.0,25.0,0.0,0,0,1
6,LAS,754,747,29.0,1600,1557,,0,0,0,2248.0,15.0,7.0,0.0,0,0,1
7,,800,801,1.0,1605,1614,9.0,0,0,0,2248.0,0.0,5.0,0.0,0,0,1
6,JFK,1720,1721,24.0,2012,2028,16.0,1,0,0,2248.0,15.0,22.0,15.0,0,0,1
7,JFK,1720,1715,-5.0,2012,1949,-23.0,0,0,0,2248.0,1.0,6.0,0.0,0,0,1
1,JFK,1720,1801,41.0,2012,2035,23.0,1,0,0,2248.0,22.0,8.0,0.0,0,23,1
2,JFK,1720,1715,-5.0,2012,1953,-19.0,0,0,0,2248.0,2.0,36.0,0.0,0,0,1
3,JFK,1720,1717,-3.0,2012,1955,-17.0,0,0,0,2248.0,3.0,23.0,0.0,0,0,1
4,JFK,1720,1719,-1.0,2012,2018,6.0,0,0,0,2248.0,0.0,24.0,0.0,0,0,1
5,JFK,1720,1727,22.0,2012,2053,41.0,1,0,0,2248.0,23.0,11.0,,0,0,1
6,JFK,1720,1721,30.0,2012,2021,9.0,0,0,0,2248.0,11.0,13.0,0.0,0,0,1
7,JFK,1720,1718,-2.0,2012,1945,-27.0,0,0,0,2248.0,0.0,11.0,0.0,0,0,1
1,JFK,1720,1821,61.0,2012,2103,51.0,1,0,0,2248.0,23.0,31.0,0.0,0,0,1
2,JFK,1720,1717,-3.0,2012,1951,-21.0,0,0,0,2248.0,0.0,25.0,0.0,0,0,1
3,JFK,1720,1736,16.0,2012,2038,26.0,1,0,0,2248.0,11.0,39.0,,0,0,1
4,,1720,1850,90.0,2012,2133,81.0,1,0,0,2248.0,35.0,39.0,0.0,0,70,1
5,JFK,1720,1752,45.0,2012,2015,3.0,0,0,0,2248.0,15.0,36.0,0.0,0,0,1
6,JFK,1720,1756,57.0,2012,2035,,1,0,0,2248.0,16.0,39.0,0.0,0,0,1
7,JFK,1720,1836,76.0,2012,2112,60.0,1,0,0,2248.0,27.0,27.0,0.0,0,0,1
1,JFK,1720,1812,52.0,2012,2053,41.0,1,0,0,,15.0,0.0,41.0,0,0,1
2,JFK,1720,1718,-2.0,2012,2037,25.0,1,0,0,2248.0,3.0,33.0,25.0,0,0,1
3,JFK,1720,1722,2.0,2012,2000,-12.0,0,0,0,2248.0,3.0,7.0,0.0,0,0,1
4,JFK,1720,1717,1095.0,2012,1945,-27.0,0,0,0,2248.0,398.0,12.0,0.0,0,0,1
5,JFK,1720,1839,91.0,2012,2117,65.0,1,0,0,2248.0,30.0,38.0,0.0,0,39,1
6,JFK,1720,1855,107.0,2012,2127,,1,0,0,2248.0,36.0,18.0,,0,0,1
7,JFK,1720,1718,-2.0,2012,1958,-14.0,0,0,0,2248.0,0.0,36.0,0.0,0,0,1
1,JFK,1720,2035,,2012,2339,207.0,1,0,0,2248.0,0.0,206.0,12.0,0,0,1
2,JFK,1720,1849,89.0,2012,2146,,1,0,0,2248.0,31.0,14.0,,0,0,1
3,JFK,1720,1718,-2.0,2012,2039,27.0,1,0,0,2248.0,4.0,16.0,27.0,0,0,1
4,JFK,1720,1837,77.0,2012,2220,128.0,1,0,0,,26.0,0.0,126.0,0,2,1
5,JFK,1720,1731,37.0,2012,2011,-1.0,0,0,0,2248.0,23.0,27.0,0.0,0,0,1
6,JFK,1720,1818,73.0,2012,2111,59.0,1,0,0,2248.0,28.0,15.0,25.0,0,34,1
7,JFK,1720,1716,-4.0,2012,1946,-26.0,0,0,0,2248.0,0.0,17.0,,0,0,1
5,SFO,1945,2147,146.0,2126,2322,116.0,1,0,0,337.0,47.0,,0.0,0,116,1
6,SFO,1944,1949,25.0,2125,2126,1.0,0,0,0,337.0,14.0,0.0,0.0,0,0,1
7,SFO,1944,2006,22.0,2125,2132,7.0,0,0,0,337.0,8.0,0.0,0.0,0,0,1
1,SFO,1944,2044,60.0,2125,2225,60.0,1,0,0,337.0,21.0,0.0,0.0,0,60,1
2,SFO,1944,1945,1.0,2125,2151,,1,0,0,337.0,0.0,0.0,26.0,0,0,1
3,SFO,1944,2002,18.0,2125,2142,17.0,1,0,0,337.0,6.0,0.0,17.0,0,0,1
4,SFO,1944,1941,-3.0,2125,2136,11.0,0,0,0,337.0,0.0,,0.0,0,0,1
5,SFO,1944,1941,24.0,2125,2136,11.0,0,0,0,337.0,15.0,0.0,0.0,0,0,1
6,SFO,1944,2028,12.0,2125,2203,38.0,1,0,0,337.0,8.0,0.0,0.0,0,0,1
7,SFO,1944,1954,10.0,2125,2234,69.0,1,0,0,337.0,3.0,0.0,59.0,0,0,1
1,SFO,1944,1937,-7.0,2125,2153,28.0,1,1,0,337.0,0.0,0.0,28.0,0,0,1
2,SFO,1944,2002,18.0,2125,2134,9.0,0,0,0,337.0,7.0,0.0,0.0,0,0,1
3,SFO,1944,2108,84.0,2125,2247,82.0,1,0,0,,29.0,0.0,0.0,0,82,1
4,SFO,1944,1938,-6.0,2125,2128,3.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
5,SFO,1944,2145,147.0,2125,2318,113.0,1,0,0,337.0,42.0,0.0,0.0,0,113,1
6,SFO,1944,1945,21.0,2125,2103,-22.0,0,0,0,337.0,3.0,0.0,0.0,0,0,1
7,SFO,1944,2013,29.0,2125,2200,35.0,1,0,0,337.0,10.0,0.0,6.0,0,28,1
1,SFO,1944,1939,-5.0,2125,2151,26.0,1,0,0,337.0,0.0,0.0,26.0,0,0,1
2,SFO,1944,2222,158.0,2125,2342,137.0,1,0,0,337.0,59.0,0.0,0.0,0,0,1
3,SFO,1944,2015,31.0,2125,2205,40.0,1,0,0,337.0,10.0,0.0,9.0,0,31,1
4,SFO,1944,1943,-1.0,2125,2137,12.0,0,0,0,337.0,9.0,0.0,0.0,0,0,1
5,SFO,1944,1956,27.0,2125,2200,35.0,1,0,0,337.0,7.0,0.0,,0,12,1
6,SFO,1944,1951,21.0,2125,2129,4.0,0,0,0,337.0,8.0,0.0,0.0,0,0,1
7,,1944,1952,8.0,2125,2135,10.0,0,0,0,337.0,1.0,0.0,0.0,0,0,1
1,SFO,1944,1940,-4.0,2125,2115,-10.0,0,0,0,337.0,1.0,0.0,0.0,0,0,1
2,SFO,1944,1940,-4.0,2125,2107,-18.0,0,0,0,337.0,4.0,0.0,,0,0,1
3,SFO,1944,1941,-3.0,2125,2121,,0,0,0,337.0,2.0,0.0,0.0,0,0,1
4,SFO,1944,1940,-4.0,2125,2129,4.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
5,SFO,1944,1935,10.0,2125,2125,0.0,0,0,0,337.0,6.0,0.0,0.0,0,0,1
6,SFO,1944,1939,6.0,2125,2104,-21.0,0,0,0,,0.0,0.0,0.0,0,0,1
7,SFO,1944,2049,65.0,2125,2230,65.0,1,0,0,337.0,21.0,0.0,0.0,0,65,1
5,LAX,2356,49,77.0,610,703,53.0,1,0,0,1744.0,30.0,16.0,43.0,0,39,1
6,LAX,2357,4,27.0,611,549,-22.0,0,0,0,1744.0,4.0,11.0,43.0,0,0,1
7,LAX,2357,2358,1.0,611,556,-15.0,0,0,0,1744.0,6.0,14.0,25.0,0,0,1
1,LAX,2357,1,4.0,611,604,-7.0,0,0,0,1744.0,0.0,11.0,25.0,0,0,1
2,LAX,2357,2358,,611,621,10.0,0,0,0,1744.0,0.0,31.0,29.0,0,0,1
3,LAX,2357,2358,1.0,611,608,-3.0,0,0,0,,11.0,0.0,32.0,0,0,1
4,LAX,2357,2,5.0,611,624,13.0,0,0,0,1744.0,2.0,11.0,38.0,0,0,1
5,LAX,2357,41,23.0,611,651,40.0,1,0,0,1744.0,17.0,28.0,56.0,0,0,1
6,LAX,2357,52,23.0,611,705,54.0,1,0,0,,14.0,0.0,45.0,0,0,1
7,,2357,27,30.0,611,657,46.0,1,0,0,,7.0,0.0,26.0,0,14,1
1,LAX,2357,2358,1.0,611,607,-4.0,0,0,0,1744.0,0.0,27.0,32.0,0,0,1
2,LAX,2357,5,8.0,611,619,8.0,0,0,0,,3.0,0.0,22.0,0,0,1
3,LAX,2357,17,20.0,611,619,8.0,0,0,0,1744.0,4.0,29.0,12.0,0,0,1
4,LAX,2357,10,13.0,611,623,12.0,0,0,0,1744.0,12.0,37.0,18.0,0,0,1
5,LAX,2357,6,12.0,611,550,-21.0,0,0,0,1744.0,3.0,11.0,20.0,0,0,1
6,LAX,2357,2352,20.0,611,555,-16.0,0,0,0,1744.0,5.0,34.0,41.0,0,0,1
7,LAX,2357,15,18.0,611,620,9.0,0,0,0,1744.0,0.0,35.0,15.0,0,0,1
1,LAX,2357,1,4.0,611,610,-1.0,0,0,0,1744.0,3.0,25.0,32.0,0,0,1
2,LAX,2357,103,66.0,611,709,58.0,1,0,0,,17.0,0.0,34.0,0,58,1
3,,2357,9,,611,635,24.0,1,0,0,1744.0,12.0,38.0,30.0,0,0,1
4,LAX,2357,36,39.0,611,644,33.0,1,0,0,1744.0,16.0,25.0,25.0,0,14,1
5,LAX,2357,15,41.0,611,622,11.0,0,0,0,1744.0,17.0,24.0,17.0,0,0,1
6,LAX,2357,13,35.0,611,622,11.0,0,0,0,1744.0,9.0,38.0,40.0,0,0,1
7,LAX,2357,11,14.0,611,608,-3.0,0,0,0,1744.0,10.0,12.0,43.0,0,0,1
1,LAX,2357,11,14.0,611,615,4.0,0,0,0,1744.0,4.0,36.0,24.0,0,0,1
2,LAX,2357,2400,3.0,611,624,13.0,0,0,0,1744.0,0.0,34.0,12.0,0,0,1
3,LAX,2357,2355,-2.0,611,602,-9.0,0,0,0,1744.0,7.0,33.0,30.0,0,0,1
4,LAX,2357,19,22.0,611,651,40.0,1,0,0,1744.0,3.0,9.0,28.0,0,7,1
6,LAX,2357,18,38.0,611,623,12.0,0,0,0,1744.0,16.0,34.0,46.0,0,0,1
7,LAX,2357,48,51.0,611,701,50.0,1,0,0,1744.0,20.0,16.0,44.0,0,0,1
5,BOS,1822,1909,68.0,2150,2336,106.0,1,0,0,2611.0,26.0,38.0,59.0,0,40,1
6,BOS,1822,1832,24.0,2150,2212,22.0,1,0,0,2611.0,10.0,17.0,12.0,0,0,1
7,SFO,1311,1306,-5.0,1445,1435,-10.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
1,SFO,1311,1335,,1445,1519,34.0,1,1,0,337.0,,0.0,10.0,0,23,1
2,SFO,1311,1436,85.0,1445,1601,,1,0,0,337.0,38.0,,0.0,0,76,1
3,SFO,1311,1311,0.0,1445,1451,6.0,0,0,0,337.0,5.0,0.0,0.0,0,0,1
4,SFO,1311,1428,77.0,1445,1603,78.0,1,0,0,337.0,29.0,0.0,1.0,0,77,1
5,SFO,1311,1420,91.0,1445,1546,61.0,1,0,0,337.0,25.0,0.0,0.0,0,60,1
6,SFO,1311,1309,21.0,1445,1435,-10.0,0,0,0,337.0,2.0,0.0,0.0,0,0,1
7,SFO,1311,1310,-1.0,1445,1432,-13.0,0,0,0,337.0,3.0,0.0,0.0,0,0,1
1,SFO,1311,1336,25.0,1445,1512,27.0,1,0,0,337.0,0.0,,2.0,0,21,1
